"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163953611212006,-0.0163895969052216,0.00622482301539824,0.0806204215964727,0.112447637260765,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163944208892198,-0.0163815550773213,0.0271788408352686,0.176684392433543,0.232431154545652,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163938124550504,-0.0163685658303966,0.0667841952766884,0.274550965141886,0.308392594322263,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.658243950615308,0.674869370039894,0.746604520513295,0.806039556746056,0.816476536965724,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163464289652021,-0.0157327217596774,0.191596988732439,0.406735734590919,0.433815493210773,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484591814571,-0.00816484290602366,0.00501861537099094,0.060144770027553,0.095478944155583,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.0081648460194034,-0.00816484333095188,0.025975107051144,0.17259787583966,0.225614092648315,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484568710412,-0.00816483159897309,0.0655605244346238,0.270732303050103,0.307244538583825,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.658298118061615,0.676452213109827,0.746333983396328,0.804697043503825,0.814171572420602,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816481284299678,-0.00815901975206905,0.190242572132768,0.407770195152939,0.434426602481644,"Later Intervention"
