"","region","country","IFR"
"1","Bretagne","France",0.012556187488595
"2","Centre-Val de Loire","France",0.012556187488595
"3","Corse","France",0.012556187488595
"4","Grand Est","France",0.012556187488595
"5","Hauts-de-France","France",0.012556187488595
"6","Normandie","France",0.012556187488595
"7","Nouvelle-Aquitaine","France",0.012556187488595
"8","Occitanie","France",0.012556187488595
"9","Pays de la Loire","France",0.012556187488595
"10","France-hopitaux","France",0.012556187488595
"11","France-OC19","France",0.012556187488595
"12","France-EHPAD","France",0.012556187488595
"13","France","France",0.012556187488595
