"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163697725773358,-0.0161991187893037,0.176471685905478,0.534923941511811,0.576662876719906,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163779119670526,-0.0162473963037308,0.19865173766836,0.586544909054515,0.626454892505179,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163832815862935,-0.0162905507747986,0.148804638212162,0.499641003535197,0.540624046116719,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163870728295935,-0.0162764654901401,0.187424326008739,0.587514832633078,0.638264084166592,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163720736804515,-0.016220039794382,0.200937419955097,0.574700243665219,0.621113615676644,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484579733856,-0.00816483400348945,0.104820047457179,0.478150589038875,0.538937995334225,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484584422543,-0.00816481602868039,0.129180781538981,0.553073366517319,0.607221432082034,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484578179447,-0.00816483218517986,0.0766269382601261,0.412876354587023,0.473595635676832,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484592162131,-0.00816483813418649,0.117422621684029,0.549101086121664,0.615507632332306,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484463181997,-0.00816480315670364,0.130382326557609,0.547990602036825,0.601579637998498,"Later Intervention"
