"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163960232262446,-0.016395072355949,-0.000609882224664242,0.0533036343558872,0.0755550122607522,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163957896658475,-0.0163899524903228,0.0158251426716218,0.13573020766413,0.209308305802576,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163957257039858,-0.0163927807886848,-0.00242470847848535,0.0440582005464767,0.0647480189166072,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.763728802191735,0.769298819829254,0.818273918031623,0.853031081104166,0.857837143771479,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163957157012783,-0.0163906511710406,0.0103195111595796,0.108313557643281,0.14870590910911,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.0081648460420955,-0.00816484558844042,0.000653266393818398,0.038273623081604,0.0623478449792944,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.0081648460355421,-0.00816484526847292,0.0170142169364574,0.135890602140271,0.211287053768207,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484604854461,-0.00816484583446734,-0.00117212552733127,0.0289654107256047,0.0469561621378482,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.76472004307749,0.770039806498069,0.818463878400716,0.853198952769458,0.858008687143101,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484604149384,-0.00816484533736148,0.0115648955181992,0.10255033213609,0.144998700422072,"Later Intervention"
