"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163604327896361,-0.016109724194683,0.192281910951039,0.496075451210042,0.541964165043743,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163820549690238,-0.0162703498126885,0.17007180659328,0.509635191359755,0.554725230115005,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163605194351392,-0.0161221126711743,0.182730117762813,0.480562681590744,0.520763500179041,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163881773361301,-0.0163209348161181,0.152146343892226,0.484454161580053,0.538471259696287,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.016364074987455,-0.0161653556982778,0.172723177741993,0.501129868162593,0.551062051482614,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484600598754,-0.00816484154182134,0.102947972291998,0.444234260796554,0.499427388489072,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484601967331,-0.00816484234759918,0.080792002399031,0.431878442530013,0.510537830181691,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.0081648452395864,-0.008164820092714,0.0931941193935262,0.406443810314447,0.462413226847922,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484598028867,-0.00816483766059595,0.0625055076273991,0.363471629248355,0.463798708304949,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484559378728,-0.0081648323929526,0.0836596217454522,0.419679725691959,0.495119451383934,"Later Intervention"
