"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163949415864508,-0.0163877259074043,0.0123296045139577,0.110562390509663,0.144928452874454,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163920301969332,-0.0163709626079444,0.0315429137068409,0.16999235130699,0.209240078115455,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163918560048759,-0.0163566844494099,0.0542795146544118,0.232951402909678,0.271795332953143,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.700633389037807,0.714708156058451,0.770760155051703,0.817083266999557,0.822814700277973,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163837249934384,-0.0163059730475016,0.0996619911393387,0.29673527819392,0.332365345838078,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484599908956,-0.00816484293657935,0.0104437597693898,0.0937672371725104,0.136974255389382,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484598614085,-0.00816484280042104,0.0296336226033093,0.166225431489515,0.208074949017932,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484555394468,-0.00816483223131803,0.052367422435854,0.233435320794902,0.273193888841502,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.703030459425097,0.716078369537075,0.77037157911828,0.814654852910522,0.820914084940613,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484290388135,-0.00816461122531325,0.097647823489783,0.297895778101686,0.334607892934772,"Later Intervention"
