"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163957013639925,-0.0163906800964829,0.0170648729801822,0.127203048793145,0.168251780784798,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163941859703594,-0.0163781375679239,0.053232315357069,0.313561858534722,0.44042073249922,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163952681434667,-0.0163880916501847,0.0110662845799039,0.0990744758907974,0.139113870993107,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.456245106040799,0.576092045862827,0.741541452216859,0.821108993604431,0.829836516325913,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163932858948164,-0.0163717439230562,0.0552925890496959,0.311828450089191,0.416154910546202,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484603594332,-0.0081648447079939,0.0108759179228276,0.10005938329292,0.139487938037152,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484599616714,-0.00816484156222017,0.0473336539925003,0.310926412608171,0.435943266589746,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484604885438,-0.00816484535713765,0.00485687331386548,0.0601303257999821,0.0978273276133922,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.453734256093914,0.573354129398207,0.739661006384781,0.820875680400223,0.830012467139576,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484594374881,-0.00816484121913891,0.0492265662269159,0.306055410102218,0.414278463330215,"Later Intervention"
