"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.016386390379909,-0.0163142704045178,0.145383681453378,0.509938912426081,0.586221180883096,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.016393083810779,-0.0163671368685679,0.0668852603113052,0.301011826564386,0.37758726753,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163902103429009,-0.0163475630793397,0.113221740309141,0.471864415043516,0.571933691323949,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163923722706551,-0.0163402465656632,0.161186476228505,0.696975020707142,0.82478576552263,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163943013825288,-0.0163771290810788,0.053614068842823,0.263113869398577,0.341424911122233,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.008164845941422,-0.0081648240738762,0.121689474866003,0.497258654621641,0.577552873410888,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.0081648460178565,-0.00816484281755582,0.0421971362025675,0.249466266955999,0.325184419803327,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484575559221,-0.00816481265251442,0.0894186806469857,0.449207890967389,0.572036884724482,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484589434712,-0.00816483187033719,0.138772094847041,0.687839284769752,0.820000245692553,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484603967425,-0.00816484499264974,0.0285840097843384,0.186005104498644,0.282738992442719,"Later Intervention"
