"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"1",2020-01-26,"Auvergne-Rhône-Alpes",0,0,59.5849859362571,15.9540429886566,144.252054639822,59.5849859362571,15.9540429886566,144.252054639822,0,0,5.95849859362571e-14,1.59540429886566e-14,1.44252054639822e-13,5.95849859362571e-14,1.59540429886566e-14,1.44252054639822e-13,3.01556288082882,2.44536984291257,3.73536443375543
"2",2020-01-27,"Auvergne-Rhône-Alpes",0,0,119.169971872514,31.9080859773131,288.504109279645,59.5849859362571,15.9540429886566,144.252054639822,0,0,8.85930497654876e-07,2.43556897093801e-07,2.16494611342258e-06,8.8593043806989e-07,2.43556881139758e-07,2.16494596917053e-06,3.01556288082882,2.44536984291257,3.73536443375543
"3",2020-01-28,"Auvergne-Rhône-Alpes",0,0,178.754957808771,47.8621289659697,432.756163919467,59.5849859362571,15.9540429886566,144.252054639822,0,0,2.39939494239778e-05,6.59633221348915e-06,5.86339534759538e-05,2.31080189263229e-05,6.35277531639535e-06,5.64690073625312e-05,3.01556288082882,2.44536984291257,3.73536443375543
"4",2020-01-29,"Auvergne-Rhône-Alpes",0,0,238.339943745028,63.8161719546262,577.008218559289,59.5849859362571,15.9540429886566,144.252054639822,0,0,0.000181172774644877,4.98073822090345e-05,0.000442731450839625,0.000157178825220899,4.32110499955454e-05,0.000384097497363671,3.01556288082882,2.44536984291257,3.73536443375543
"5",2020-01-30,"Auvergne-Rhône-Alpes",0,0,297.924929681286,79.7702149432828,721.260273199112,59.5849859362571,15.9540429886566,144.252054639822,0,0,0.000794753430544782,0.000218490818805078,0.00194213694665431,0.000613580655899905,0.000168683436596044,0.00149940549581469,3.01556288082882,2.44536984291257,3.73536443375543
"6",2020-01-31,"Auvergne-Rhône-Alpes",0,0,357.509915617543,95.7242579319394,865.512327838934,59.5849859362571,15.9540429886566,144.252054639822,0,0,0.0025594530356435,0.000703635829628714,0.0062545289050779,0.00176469960509871,0.000485145010823636,0.00431239195842359,3.01556288082882,2.44536984291257,3.73536443375543
"7",2020-02-01,"Auvergne-Rhône-Alpes",0,0,448.140536012468,127.095264632069,1053.72486757416,90.6306203949249,31.3710067001297,188.212539735225,0,0,0.00660431610572459,0.0018156353632858,0.0161389505516541,0.00404486307008109,0.00111199953365709,0.00988442164657623,3.01554723797726,2.44533296111753,3.73535906489172
"8",2020-02-02,"Auvergne-Rhône-Alpes",0,0,556.804312294401,165.135971918041,1277.78318081293,108.663776281933,38.0407072859715,224.058313238773,0,0,0.0146106351365272,0.00401682216078802,0.0357035057189731,0.00800631903080257,0.00220118679750222,0.019564555167319,3.01554323019401,2.44532495586383,3.73535728480993
"9",2020-02-03,"Auvergne-Rhône-Alpes",0,0,686.306201229587,212.206274759825,1539.75014031387,129.501888935186,47.0703028417849,261.966959500937,0,0,0.0287830482972801,0.00791615393715792,0.0703243157287525,0.014172413160753,0.00389933177636989,0.0346208100097794,3.01553842267556,2.44531542250016,3.73535512284187
"10",2020-02-04,"Auvergne-Rhône-Alpes",0,0,841.010999057633,271.595998049095,1845.17113927483,154.704797828046,59.3897232892692,305.42099896096,0,0,0.0518374418455122,0.014275945270121,0.126576332185574,0.0230543935482321,0.00635979133296313,0.0562520164568216,3.01553268477178,2.4453042997344,3.73535244360466
"11",2020-02-05,"Auvergne-Rhône-Alpes",0,0,1026.23824035119,346.826499226803,2202.15021616191,185.227241293555,75.2305011777084,356.979076887076,0,0,0.0869591080086166,0.0240201389375078,0.212054229250833,0.0351216661631044,0.0097441936673868,0.0854778970652594,3.01552581650178,2.44529139603495,3.73534907507692
"12",2020-02-06,"Auvergne-Rhône-Alpes",0,0,1248.28906554729,442.243517834959,2616.8501206065,222.050825196107,95.4170186081556,414.699904444595,0,0,0.137877334269915,0.0382871772023885,0.335431772785446,0.0509182262612987,0.0142670382648806,0.123377543534613,3.01551757533463,2.4452764391612,3.73534481840811
