"","time","country","region","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"1",2020-02-13,"France","Auvergne-Rhône-Alpes",0,0,92.941321331189,28.5706928914607,220.399890277745,92.941321331189,28.5706928914607,220.399890277745,59.364035216445,115.937060506531,0,0,9.29413213311890e-14,2.85706928914607e-14,2.20399890277745e-13,9.29413213311890e-14,2.85706928914607e-14,2.20399890277745e-13,5.9364035216445e-14,1.15937060506531e-13,2.41777365816499,1.99483315857751,2.92629503641426,2.2566542407825,2.56512631716563
"2",2020-02-14,"France","Auvergne-Rhône-Alpes",0,0,185.882642662378,57.1413857829214,440.79978055549,92.941321331189,28.5706928914607,220.399890277745,59.364035216445,115.937060506531,0,0,4.60393848635261e-06,1.42069625948769e-06,1.03811474377152e-05,4.60393839341129e-06,1.420696230917e-06,1.03811472173153e-05,2.95349842752135e-06,5.77840921873598e-06,2.41777365816499,1.99483315857751,2.92629503641426,2.2566542407825,2.56512631716563
"3",2020-02-15,"France","Auvergne-Rhône-Alpes",0,0,278.823963993567,85.712078674382,661.199670833234,92.941321331189,28.5706928914607,220.399890277745,59.364035216445,115.937060506531,0,0,4.48883994287014e-05,1.38517882800114e-05,0.000101216185589224,4.02844609423488e-05,1.24310920205237e-05,9.08350381515085e-05,2.58431112408118e-05,5.05610806639398e-05,2.5344110017405,2.07617416399755,3.08625326285972,2.35676717728115,2.69418095987403
"4",2020-02-16,"France","Auvergne-Rhône-Alpes",0,0,371.765285324756,114.282771565843,881.599561110979,92.941321331189,28.5706928914607,220.399890277745,59.364035216445,115.937060506531,0,0,0.000279689257492677,8.63072960567782e-05,0.000630654693672302,0.000234800858063976,7.24555077767668e-05,0.000529438508083078,0.000150628419803589,0.000294698870155535,2.60828025781937,2.12982203168771,3.18305630219843,2.42314211738146,2.7743158737523
"5",2020-02-17,"France","Auvergne-Rhône-Alpes",0,0,464.706606655945,142.853464457303,1101.99945138872,92.941321331189,28.5706928914607,220.399890277745,59.364035216445,115.937060506531,0,0,0.00121774170515023,0.000375774153106116,0.00274581343920029,0.000938052447657548,0.000289466857049338,0.00211515874552798,0.000601775304607475,0.00117735087831746,2.6317462717108,2.14756413252112,3.21608815698513,2.44569094100574,2.80338637949864
"6",2020-02-18,"France","Auvergne-Rhône-Alpes",0,0,557.647927987134,171.424157348764,1322.39934166647,92.941321331189,28.5706928914607,220.399890277745,59.364035216445,115.937060506531,0,0,0.003940971264853,0.00121611597369352,0.00888626201824226,0.00272322955970278,0.000840341820587404,0.00614044857904198,0.00174699431987888,0.00341792905288233,2.67648570194821,2.17955020105268,3.28394377188169,2.48442560172745,2.85278488685992
"7",2020-02-19,"France","Auvergne-Rhône-Alpes",0,0,684.697742838259,221.114936781591,1581.63367645439,127.049814851125,49.6907794328268,259.234334787918,90.1671080773768,154.168648754657,0,0,0.0102909532939655,0.00317561125018579,0.0232044593177243,0.00634998202911252,0.00195949527649227,0.0143181972994821,0.00407361270615882,0.0079698709149416,2.69445205411339,2.19499759704141,3.31130903720892,2.50079648230785,2.8743866840776
"8",2020-02-20,"France","Auvergne-Rhône-Alpes",1,1,839.034464001738,282.412992890901,1896.14880845476,154.336721163479,61.2980561093099,314.515132000372,110.195193569969,186.684739727715,0,0,0.0229005284487344,0.00706724475572486,0.051634614790164,0.0126095751547689,0.00389163350553907,0.0284301554724397,0.00808954077592004,0.0158261940088099,2.74381997037996,2.2269366412369,3.38093702361566,2.54617166208974,2.92997336288134
"9",2020-02-21,"France","Auvergne-Rhône-Alpes",0,1,1024.79248678192,358.667438282769,2266.83205199167,185.758022780178,76.2544453918682,370.683243536912,134.413184887853,223.592152909541,0,0,0.0451721047988927,0.0139447082552271,0.101831512073256,0.0222715763501582,0.0068774634995022,0.0501968972830918,0.0142902812944713,0.0279521354597992,2.81015842870446,2.2716306600281,3.47331792849429,2.60488266668482,3.00330204457107
"10",2020-02-22,"France","Auvergne-Rhône-Alpes",0,1,1244.94487692449,452.970798903294,2691.01313841795,220.152390142576,94.3033606205247,424.181086426284,161.632678990563,263.556766222133,0,0,0.0813020949900675,0.0251227211554639,0.183167650554596,0.0361299901911749,0.0111780129002369,0.0813361384813399,0.0231941573686868,0.0453410132765556,2.83330322535517,2.2867946585108,3.51052800790724,2.62433105945491,3.03132089131506
"11",2020-02-23,"France","Auvergne-Rhône-Alpes",0,1,1509.45687016257,572.667251677462,3183.30904511109,264.51199323808,119.696452774168,492.295906693139,198.82439924483,316.533692317972,0,0,0.136165338695801,0.0421722540860101,0.306346744997771,0.0548632437057337,0.0170495329305461,0.123179094443176,0.0352721105838933,0.0688299396366818,2.886011841225,2.32253968950216,3.58459721562395,2.67076984537777,3.08652210590966
"12",2020-02-24,"France","Auvergne-Rhône-Alpes",0,1,1825.57951139522,723.153263032074,3754.33422843155,316.12264123265,150.486011354612,571.025183320462,242.996816790482,374.481017324495,0,0,0.215318062695165,0.0669407905790141,0.483285606036634,0.0791527239993641,0.024768536493004,0.176938861038863,0.0510342725674805,0.0992467549042442,2.91247246302453,2.34232273016295,3.61233876938347,2.6911276887429,3.11461481390727
