"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-0.136571637060641,-0.000653407311882225,0.439276651220536,0.742874338789503,0.781789580055205,"pooled"
"2","global: transit",0.95,0.9,"mean",0.350530681434146,0.434528170792795,0.678074013888996,0.838462804866427,0.859528449523581,"pooled"
"3","global: averageMobility",0.95,0.9,"mean",0.146841561077602,0.275246045089684,0.597546470395157,0.81273633907405,0.83419013911043,"pooled"
"4","Auvergne-Rhône-Alpes: residential",0.95,0.9,"mean",-4.27441145145863,-2.72941147991943,-0.439469560394928,0.82208340046507,0.873126241741343,"partial"
"5","Auvergne-Rhône-Alpes: transit",0.95,0.9,"mean",-2.50359593351518,-1.6119963697215,0.0293623026017414,0.837407633362269,0.886408710946842,"partial"
"6","Auvergne-Rhône-Alpes: averageMobility",0.95,0.9,"mean",-3.44809840795145,-2.22104953236708,-0.158369695915541,0.826603765896855,0.87402675686327,"partial"
"7","Bourgogne-Franche-Comté: residential",0.95,0.9,"mean",-1.93613265743251,-1.25156055727683,0.170618121898577,0.875218659251291,0.912014226014545,"partial"
"8","Bourgogne-Franche-Comté: transit",0.95,0.9,"mean",-3.13165310982961,-1.92063939465564,-0.0467266733371726,0.850094105235977,0.890011464733043,"partial"
"9","Bourgogne-Franche-Comté: averageMobility",0.95,0.9,"mean",-2.58383884511747,-1.8478956586866,-0.0405573999206236,0.825574771224154,0.875212596257635,"partial"
"10","Bretagne: residential",0.95,0.9,"mean",-3.56673676976726,-2.41698732507283,-0.194050539375981,0.839445360672164,0.881548338888993,"partial"
"11","Bretagne: transit",0.95,0.9,"mean",-3.13578296293543,-2.27373911357249,-0.0976087582582989,0.845899894573267,0.893963753578159,"partial"
"12","Bretagne: averageMobility",0.95,0.9,"mean",-3.89239637514992,-2.80473389473819,-0.30478413029493,0.797481354853973,0.862844058821348,"partial"
"13","Centre-Val de Loire: residential",0.95,0.9,"mean",-3.03287284988213,-2.09812456898116,-0.0875170516679835,0.819465257867421,0.867614716114288,"partial"
"14","Centre-Val de Loire: transit",0.95,0.9,"mean",-3.17799019983302,-2.03229976991134,-0.12556370434806,0.819435216713992,0.87680092692097,"partial"
"15","Centre-Val de Loire: averageMobility",0.95,0.9,"mean",-4.33947031390157,-2.98096581689183,-0.269589463626235,0.838284404323238,0.890290440675665,"partial"
"16","Corse: residential",0.95,0.9,"mean",-2.62394021257924,-1.76089409392177,0.0480642318031261,0.876589439381118,0.912794139083811,"partial"
"17","Corse: transit",0.95,0.9,"mean",-1.81306907295146,-1.2202224166863,0.209934467701632,0.890597864063043,0.9337097161294,"partial"
