"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163940679289268,-0.016377933782556,0.0526730323673058,0.247975454128267,0.308737067168886,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.016392575655192,-0.0163732871413249,0.077298225986846,0.341629657542456,0.442750547234854,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163921664142149,-0.0163618149005252,0.0529875644259889,0.235140280197266,0.285881578476183,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.557218546779513,0.630980878224876,0.770231662351609,0.826850209107884,0.829674389576976,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.016393142771226,-0.0163651006838173,0.0781255970671019,0.349907233768133,0.455628506710165,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484597519556,-0.0081648402288645,0.0268680177912187,0.179842069326951,0.257564006457411,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484601290338,-0.00816484053006364,0.0519889633793536,0.316748423847627,0.428598418601651,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484600822418,-0.00816484321770214,0.0272187763677104,0.168346637923947,0.223981599728574,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.535410122277516,0.622974355956185,0.76337015478527,0.825785310856922,0.8293401380499,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484602713016,-0.00816484338683953,0.0530419989655842,0.320962755068512,0.447386404117529,"Later Intervention"
