"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163897298395587,-0.0163663049683125,0.0544605380542135,0.264185471032024,0.323826414999345,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163857567206503,-0.0163325982960371,0.113023185038975,0.566499700459735,0.763172074256851,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163913375230381,-0.0163686409870765,0.0564992939912217,0.260107566270018,0.316067309171737,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.0656528416554107,0.246098807702341,0.782621653710261,0.902554123195062,0.909995070218058,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163867464518726,-0.0163409931111277,0.119670203026061,0.635407978919958,0.781560431380854,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484569906739,-0.00816483739159367,0.0272843335265875,0.186788600149519,0.251987096562864,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484584397025,-0.00816483635234847,0.0872841486178206,0.554668514508568,0.75658911700592,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484597376517,-0.0081648415742337,0.0292841012435377,0.179486484485473,0.250371704264376,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.0352861957232118,0.213234667032837,0.775269820727725,0.901360143624807,0.909354882424562,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484598883141,-0.00816483789123091,0.0942933992723576,0.622504955929332,0.775544912661523,"Later Intervention"
