"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.015693322539483,-0.0120870152712862,0.313134111776008,0.525351859655442,0.549286749105993,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163950069543616,-0.0163856047775165,0.0154548351967801,0.115211992802955,0.151853541765106,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163905142005753,-0.0163543275564286,0.100762860827918,0.413930748156174,0.454142065803148,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163878622231679,-0.0163295938639979,0.131136295982253,0.542096167207447,0.606241096223161,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163952642955629,-0.0163857051349039,0.0188516015865216,0.137551957231831,0.179441075830071,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816430565175605,-0.00810125293576188,0.306039881581404,0.524628137760056,0.548781782371464,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484601658708,-0.00816484497344416,0.00708171330557641,0.0755582914830386,0.103415426479151,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484590158732,-0.00816483259297377,0.0931058827432437,0.409049331642741,0.446397883465768,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484584771874,-0.00816481645790666,0.124131518879275,0.532412676346333,0.598955787057962,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484602405702,-0.00816484462559196,0.0105182910988499,0.0932275252689001,0.138620076757257,"Later Intervention"
