"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163958152835724,-0.016392729895095,0.00249822932754452,0.0635575268314389,0.095020883478205,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163949389080419,-0.0163868024716596,0.0171943460551017,0.140141795546948,0.182994518375574,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163958091189302,-0.0163907697690743,0.00092878238662395,0.0577616956241381,0.080269605758976,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.72512872801804,0.74075139876707,0.796218338615252,0.836145565536021,0.84171982240482,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163948417203403,-0.0163864881163418,0.0199857878064202,0.150825057956752,0.224517685740221,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.0081648460370069,-0.00816484534109778,0.00228005064501505,0.0472757483508872,0.0789963814324748,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484603406367,-0.0081648444193897,0.0169724516076848,0.132917118957227,0.182501498425621,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484603772849,-0.00816484525090263,0.000728726204016233,0.0381019844118197,0.0609042489255326,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.721597032373181,0.739090601268193,0.796103907463002,0.835993670100329,0.841773519581459,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484596996195,-0.00816484395657497,0.0198567541547896,0.143462873215607,0.215528635726994,"Later Intervention"
