"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163958295983268,-0.0163911366018756,0.00675723290044811,0.085455996645804,0.116938514686967,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163945262622652,-0.0163825269970142,0.0331359997067645,0.218050643347268,0.30393365664178,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163958432889356,-0.0163911113567507,0.00463818117180884,0.0754288290643726,0.105369277375811,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.672296291406047,0.712707152888295,0.794600416963011,0.844802720247306,0.851968258172855,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163945786690321,-0.0163796041857525,0.0302045789547977,0.205329037128661,0.272459275096459,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484600997697,-0.00816484396875604,0.0044848128508716,0.0624367418880186,0.094406736085203,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484599232764,-0.00816484375518509,0.0309669571799712,0.214315061045806,0.297443158999322,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484604336621,-0.00816484554193707,0.00237681567501416,0.0491340907867406,0.0756367247452008,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.671156304214584,0.709713711735004,0.793970808074363,0.84508553384293,0.852562595007172,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484601530829,-0.00816484193256687,0.0279917564731977,0.196846540933207,0.274410431398288,"Later Intervention"
