"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163774619252993,-0.016230664117947,0.215459392365959,0.631545669729851,0.66670285294885,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163550733166458,-0.0161079261678321,0.271261533601187,0.71528861447953,0.750587185949075,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163768950497869,-0.0161667791065643,0.231295073700247,0.623622957832669,0.6570574760176,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163433477736055,-0.0159212845870964,0.341070763418177,0.782736200860512,0.815248329290358,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163450222486721,-0.0160066039764314,0.273447745209004,0.712168860616116,0.748512944308054,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.0081648459897386,-0.00816483535678917,0.103456328459218,0.535962858059768,0.620106753765639,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.0081648456283521,-0.00816481197945794,0.164792372346714,0.690750165897082,0.738518137273861,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.0081648459735017,-0.00816483778412313,0.119961806035543,0.538469544402232,0.612435535315257,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484454271147,-0.00816479173830655,0.240941880503282,0.770651816545262,0.809675533187281,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484574403577,-0.00816481537039784,0.16658355692152,0.685538187102809,0.733475810782547,"Later Intervention"
