"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163937134447586,-0.0163755313229748,0.0434389111230947,0.212497713852613,0.25527411422431,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163942805963183,-0.0163744930804138,0.0370135364530434,0.188206036997375,0.226661560536987,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163953620835221,-0.0163862827745704,0.0242303307771894,0.151708920105924,0.196054399392075,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.695715338329966,0.718321936932881,0.801832584498933,0.863702836397325,0.872935608856782,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163904526430863,-0.0163474066408621,0.0540211860772712,0.235358933440906,0.275818045014309,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484591936602,-0.0081648343805358,0.0383666771350802,0.207781780337916,0.255347464526903,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484596466632,-0.0081648386919478,0.0319681017072529,0.181654553812724,0.221431233883202,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484602054502,-0.00816484335175914,0.019188508429332,0.135790276293514,0.180144805462783,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.695385433910793,0.717638069978772,0.800763746512477,0.862918604790207,0.872675591129169,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484569102411,-0.0081648230901801,0.0489828570095833,0.229361842021938,0.271877185392702,"Later Intervention"
