"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-2.52428185010841,-2.52344529699173,-0.581729309400733,0.58869746629032,0.638383374941195,"pooled"
"2","global: transit",0.95,0.9,"mean",0.203802706523238,0.291928584738663,0.588977038925251,0.777073441761249,0.803205937810902,"pooled"
"3","global: averageMobility",0.95,0.9,"mean",-1.98707617512695,-1.98550325364975,-0.07961434995891,0.789675831470952,0.816717425918863,"pooled"
"4","Denmark: residential",0.95,0.9,"mean",-3.79647392283519,-2.45881817875269,-0.164432845570051,0.73357106870856,0.793223577187125,"partial"
"5","Denmark: transit",0.95,0.9,"mean",-2.79434667443156,-1.97400111598483,-0.10667171609679,0.778839719361393,0.778879685270325,"partial"
"6","Denmark: averageMobility",0.95,0.9,"mean",-4.63108437102418,-4.63015349893355,-1.5474348716924,0.635580126137774,0.712466390943463,"partial"
"7","Italy: residential",0.95,0.9,"mean",-2.40169642998788,-1.4897985992317,-0.172541727103903,0.808978548593679,0.854267597237037,"partial"
"8","Italy: transit",0.95,0.9,"mean",-0.154670234582189,-0.15453455784678,0.45937757495223,0.898808656138971,0.919311587784843,"partial"
"9","Italy: averageMobility",0.95,0.9,"mean",-3.69558987950233,-3.69388924534298,-0.5012678366192,0.899868781220576,0.926170322476984,"partial"
"10","Germany: residential",0.95,0.9,"mean",-4.52276450740672,-2.94195811470729,-0.229722290096969,0.801860799116489,0.801918310176477,"partial"
"11","Germany: transit",0.95,0.9,"mean",-3.46092897280249,-2.51636501472854,-0.524501774100799,0.439879019979226,0.537989454272313,"partial"
"12","Germany: averageMobility",0.95,0.9,"mean",-2.44807317674442,-1.55106012193775,-0.0475095337927812,0.782645879110376,0.849269766189174,"partial"
"13","Spain: residential",0.95,0.9,"mean",-2.50729654949828,-1.55344510688774,-0.180216810610753,0.797795042808879,0.846126789097888,"partial"
"14","Spain: transit",0.95,0.9,"mean",-1.94729842660359,-1.94643564674243,-0.158020041620849,0.848993705288278,0.892301674452474,"partial"
"15","Spain: averageMobility",0.95,0.9,"mean",-1.68452425769659,-1.68402730946035,-0.130885619892235,0.869219081905246,0.907526849787754,"partial"
"16","United_Kingdom: residential",0.95,0.9,"mean",-3.21948054894801,-2.35914395873168,-0.50591347558806,0.739691540392722,0.811325246782221,"partial"
"17","United_Kingdom: transit",0.95,0.9,"mean",-2.68608067760677,-1.69741520926369,0.0198094882999698,0.848963517442162,0.849042402405219,"partial"
"18","United_Kingdom: averageMobility",0.95,0.9,"mean",-2.78799208329492,-1.79093958392165,-0.0563147898988448,0.743573365153329,0.826437913031403,"partial"
"19","France: residential",0.95,0.9,"mean",-4.14463320761524,-2.67907720964662,-0.752444688584177,0.66907214985373,0.750856111233708,"partial"
"20","France: transit",0.95,0.9,"mean",-3.32529591677682,-2.49267920292815,-0.221840187767519,0.804300346838646,0.804456077146078,"partial"
"21","France: averageMobility",0.95,0.9,"mean",-3.97441787510069,-2.90812441903139,-0.397401161835729,0.608595708825818,0.698149346412725,"partial"
"22","Norway: residential",0.95,0.9,"mean",-3.51492467790018,-2.39115440501857,-0.134467078809454,0.825296421638193,0.825319843904344,"partial"
"23","Norway: transit",0.95,0.9,"mean",-3.35842000004373,-2.31898804117849,-0.33619634069299,0.693387199663522,0.775861396114849,"partial"
