"","Denmark","Italy","Germany","Spain","United_Kingdom","France","Norway","Belgium","Austria","Sweden","Switzerland","Greece","Portugal","Netherlands"
"1",3.54202053564283,3.51582187174321,3.64512341443702,4.73920015006843,3.67815099504385,5.10363215533915,2.60842775153141,6.48791065162559,3.98223165561418,2.61115314353005,3.7251786075056,1.78452273951339,3.22714859075522,3.19487419861564
"2",3.17170400014857,3.39750810020711,3.69736929328484,4.55262987896002,4.21972886685719,4.99548347030092,3.23031766198334,5.94585343049925,3.72616503747905,2.98219930173131,3.57055754485793,2.40545430979513,4.09283918001218,3.16921857406573
"3",3.6601115502398,3.45415124173638,4.46940377496206,4.20046427095736,4.35644516631405,5.01222074068835,3.62384097861446,6.97550133646705,4.16559746452619,2.7817457978513,3.9286139461108,2.17976074806175,3.95621070749123,4.2446706452952
"4",4.17598980155044,3.39078282159592,5.22788433859255,5.04649961924019,4.29901628384894,4.75569714801924,3.41487200242861,7.3616059318479,4.63005015863261,3.49561364798514,3.89415296557013,2.39302848364838,4.71314712257853,4.25892886643521
"5",3.93359651101284,3.68400257060591,5.42525717471668,4.22592580107339,3.8762058125499,5.33252749008029,4.44352381049212,6.27091200336877,3.78800086873974,2.0730634614997,3.79237582107451,2.08321871261714,4.10174297894174,3.4523690688873
"6",3.72524755345192,3.38366358662579,4.09897697796295,4.352964989921,3.92376665986523,4.46320507167076,2.81927171488633,5.77256328299363,4.06849058492031,3.27483350491324,3.33504254447936,1.68640982445356,2.68105832299532,3.32877044592077
"7",3.44440647338707,3.24061507620718,3.64606468258606,4.23359238450284,4.02134545535372,4.98922660854134,2.82976930512154,7.02612751711385,4.38552516034244,2.573239426999,3.39281277939748,1.68147845839371,3.27285210787171,3.37083173691535
"8",3.66853911388392,3.58886995565852,3.62692094781374,4.59225205693699,3.6747885940658,5.53737247567852,4.28520085781106,8.60560163194777,4.37535759686933,2.486800054713,3.65381129862309,2.11968414286518,4.11510633820164,3.8302491335712
"9",4.12100211604282,3.85604385584194,5.06116370809473,4.69071993394308,4.49933346882502,4.82126468172295,3.5844915886392,6.87152432953016,3.96773591207263,2.45836701952615,3.36701825509616,1.43742272930045,4.00775656798184,3.2446427136824
"10",3.63770898322143,3.86655085432665,6.12669514199194,4.92121615239584,4.0805724076823,5.21308708217813,4.40038053850371,7.23446557504915,3.76094773948231,2.29065381807539,4.01238290507765,2.34339526116006,3.35501465965149,3.8786030701376
"11",3.94245247107813,3.9068596233807,4.83129891493841,4.54956593139841,3.75641601443053,4.9426257839599,3.02851932580054,6.5195063353148,4.11657582226588,2.65069194818402,3.6193811536159,2.50413037792728,3.89219288977128,3.40388137130285
"12",3.99812538134987,3.65052657229826,4.30618025476591,4.41026821264443,3.85708476393607,5.56563529364892,4.91296917990847,6.55199449117231,6.16361848238407,2.66568652913185,3.66525416636043,1.67959256329384,3.9442124225412,4.10077713676843
"13",4.05562710301695,3.59765151618168,4.9721486645126,4.88497112073413,4.63591359242012,5.14171832885763,4.63459184195076,8.05142517727206,4.60607188807732,3.38379981395661,4.33970587021292,2.86684973229601,4.02612847851996,4.88290802285121
"14",3.07554573872781,3.38474435266213,4.24542032616035,4.38953110655015,3.76184786078209,5.02420812929874,3.76467468846791,6.4320486666131,4.83589318925506,2.52696636924311,3.26961214058317,1.8362012897516,3.315735173493,3.30905963298302
"15",4.40784814103344,3.38970960831633,4.76131349910286,4.4710033060518,3.78572755760345,5.63382050019144,3.15691721547027,7.16637660543991,4.62272499112249,2.27194620165215,3.54506163503027,1.37608727184455,4.16954907574234,3.58615127205708
"16",4.05042580994176,3.73110720348624,4.39466911365716,4.72030922276823,4.05225191180601,5.26810055733728,3.06593453559104,6.70333614995909,4.43035420171223,2.20212767481238,3.77734980569002,1.56184429963617,3.20031400447095,3.41144317324825
"17",3.33183872212467,3.57005232906835,4.68708879329367,4.5520766977107,4.58533456935053,5.06512946670297,3.92159171253176,6.78100872710238,3.60377420163224,2.79647600044276,3.83190508608491,1.90682146786794,3.82596919751013,3.52663017739721
"18",3.48945286123694,3.38528429868155,4.20719034235543,4.54593169701297,4.12171500791279,5.22944968977285,3.83874994196825,6.74658908825556,4.14634364586783,2.93081660413484,3.61139676872373,1.65340042188901,4.3037472031156,3.76720549287179
"19",4.15613994728605,3.35642107729875,3.90549297860662,4.04927837544217,3.90658574093824,5.09386490646541,2.96393930271587,7.00757264122436,3.61485641148403,2.94222273348523,3.84633264699068,1.87698350727162,3.61019927669644,3.51159885806511
"20",3.88724729739848,3.31896161208572,4.34497645108269,4.23586541986843,3.92984691339486,4.49107719071205,2.84910495497636,5.6840271019139,3.4139239582171,2.53889182177067,2.9226290159045,2.36913517906661,3.12616270961175,2.97135826653813
"21",3.53240895095829,3.29398534530587,3.97872268928953,4.37235926239357,3.95578053184497,4.58710626498366,3.19788440759945,5.98477400109024,3.46483075805215,2.60607183551289,2.77582579684238,1.71761105910025,3.0665782935991,3.13679542442041
"22",3.95256951649965,3.4046964833717,4.73902751926104,4.91815463168381,4.15647140478964,5.3844692626353,4.02623646691464,7.47081300827748,4.76627730118713,2.97400082590002,3.342546670618,1.56361667792207,4.30573656456209,4.37357894247535
"23",3.97074054933922,3.34303897744717,3.99684472354843,4.69117902317762,3.93152821350538,4.68750460916888,3.95796845760751,6.61478206652776,4.80518082403428,2.87979324569929,3.55292972574333,2.06154923571869,4.35437178403264,3.56201288397197
"24",3.80326870088803,3.56153073915043,3.82395221922463,4.67772739991307,3.93484362541262,5.56323130902972,4.63518769816665,6.69949116613279,3.7793622630303,2.4375809594876,2.6600309093323,1.64481869304903,3.86417758058332,3.53266822793566
"25",4.3576674997541,3.42843833145082,4.47615511755765,4.62910287770289,4.11804946688686,5.28589416737659,3.97428363366861,7.09978286263099,4.40796416105194,3.07415392818998,4.28070127322888,1.95246714604301,4.14737527929195,3.68108705206662
"26",3.09800236905655,3.52908570842649,4.17796180499053,4.49230479008979,4.31250310898585,4.62733860610351,3.59703222649555,6.92998833309961,3.37760913983851,2.66896858308625,3.53010491819352,1.51257471655614,3.25779599438838,3.06092749171593
"27",4.56154203005431,3.72584320144925,5.1082949268733,5.07228042838053,4.37487532606441,5.60211108120908,3.73036312969796,7.34286771899127,4.31585092581632,3.20327858557508,3.56322724638342,1.6188647522131,4.5989669128236,3.89411001349998
"28",4.12910302863343,3.25558657185451,4.13909544892091,4.21529701064871,3.4437629707773,5.27114147101109,4.3174971301939,7.62126076961427,4.04168339356458,2.55755330052221,3.54426689244296,1.70353056379332,3.91393466710992,3.64117344201684
"29",4.01480075502238,3.87971439788643,5.17208237090879,4.23488947150193,3.97751657074156,5.45530953327316,3.77132560111084,6.07641826985298,3.91355211765034,2.13747186237152,3.57546509782022,2.24144668567982,3.65420508423911,3.42519950090856
"30",4.97468652942194,3.62500241103709,4.41218743100719,4.28615767753744,4.06741345113646,5.45068818609847,3.75357585822864,7.99447049160535,3.81771737938464,2.55249598069942,3.54396929637717,2.46018519553255,5.40833866160579,3.44184249069002
"31",3.43018872425342,3.5222433918186,4.07840096167005,4.19911618166836,3.95164650981597,5.03189134339332,3.34858050024374,6.19997676461081,4.01412909109469,2.96950316855915,3.62375412145472,2.03890718394714,3.52350408645227,3.33175955376694
"32",3.55076324033914,3.23068924011463,4.27711788730851,4.66463699697959,3.96037536657947,5.18893801432531,3.94324045160933,7.45744042711393,4.60272086981782,2.85607235938244,3.41954098476381,1.52018268153828,4.31880172562698,3.56040060177027
"33",4.16837765205517,3.60301876304777,4.40534211378783,4.21716501560265,3.83718972515521,5.1434608937493,2.95885853854788,6.45387648037865,4.27878551801867,2.53713511564127,3.61299382709354,2.33295880743384,3.81255196846281,3.5805757702416
"34",4.28901216415929,3.36749046772919,3.92566087330845,3.96068418410472,3.94719809159657,5.8727326771059,3.7789486143004,7.66792448055076,4.79847569019333,2.64016096320513,3.27209757478923,1.51788597200024,3.89753241436937,3.95609819567534
"35",4.35353365709614,3.49362805346769,4.11542368370518,4.16530327500433,4.07298300705817,4.72447118437001,3.58962265040521,6.39000346993789,3.43907007925347,2.30152630335748,3.23821507610872,1.81756033205951,2.83874612154017,3.13992105673536
"36",3.22682311178532,3.15417342533234,3.91893418740245,4.03988256684363,3.62731593569562,4.69547386646958,2.85935825595795,5.69577542991256,3.16508043982771,3.01197892049062,3.52520457817379,2.055102388563,3.07491764197063,2.97353867760815
"37",4.13842687168044,3.16013916534883,4.05143771380282,4.52537326811576,3.97645461559225,4.72087871807522,3.26852631081215,5.94555236362429,3.230125686653,2.8470881784415,3.2549973843302,1.4935414198916,2.96648721974871,2.81230625574811
"38",3.80600698084412,3.48848782431723,3.55699528443117,4.17487696533904,3.86861531709314,5.08909792244643,3.81835518187706,6.45736076331993,4.66163061851432,2.98010591439204,3.39191360606238,2.04069381482313,4.06291317819193,4.0124797365311
"39",4.20608153402845,3.37509816116488,4.3124986012127,4.21707683146794,3.97458482770553,4.6766344418959,2.57748893576503,6.9072991531439,3.5917305249194,2.54219059883265,3.08139392121599,2.2969593475207,4.49878033131238,3.16805883304323
"40",4.48690129713121,3.33596471458539,3.86931030069953,4.41140879321018,3.6990537807417,4.65047485407044,3.66751929166867,6.51171539769515,3.82459402285632,2.44076282493498,3.13038671444808,1.1598786038315,3.42679447367978,3.13774116676402
"41",3.47955894152399,3.1230639503169,4.53469056763906,4.2528261676698,3.58079592311884,4.46395796028789,3.04136399946327,6.89943278838899,4.34474028838373,2.72617827596028,3.48395974622081,1.92121476820541,3.42891585346695,3.25581645177191
"42",4.05376041710297,3.51990495073029,4.68967616842121,4.50993911588225,4.16902963939712,5.24354661421262,3.75887549981479,7.48570656730237,4.99257950078974,3.34809048845289,4.22933979106589,2.24083525163495,3.51687237358264,3.73579218688875
