"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.016395967276273,-0.0163921691785882,0.00150977598807575,0.0594401990037328,0.0900658446634637,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163958998231147,-0.0163914256563834,0.0127319672039998,0.117166218679737,0.155541180512943,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163931068083325,-0.0163687858770896,0.0678803161783177,0.280111486888334,0.31850488377552,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.673038260339577,0.68955123945269,0.751323058709636,0.80570565701938,0.814394496936457,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0160613684485633,-0.0144910514373098,0.21554455561525,0.412343109948529,0.433830755255979,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484604770964,-0.00816484540225176,0.00241979123336994,0.0474687880931153,0.0768029230294544,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484603282428,-0.00816484380991317,0.0136386159099483,0.112495669705206,0.153104946184849,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.0081648457764625,-0.00816482315922282,0.0687447581578298,0.277831730179946,0.322016635071251,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.674322103672596,0.68769673066168,0.751572197182722,0.805172838771038,0.813051983594872,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816184008249972,-0.00807961612063231,0.215983519567892,0.412814191390042,0.436461175452554,"Later Intervention"
