"","region","country","IFR"
"1","Auvergne-Rhône-Alpes","France",0.012556187488595
"2","Bourgogne-Franche-Comté","France",0.012556187488595
"3","Bretagne","France",0.012556187488595
"4","Centre-Val de Loire","France",0.012556187488595
"5","Corse","France",0.012556187488595
"6","Grand Est","France",0.012556187488595
"7","Hauts-de-France","France",0.012556187488595
"8","Normandie","France",0.012556187488595
"9","Nouvelle-Aquitaine","France",0.012556187488595
"10","Occitanie","France",0.012556187488595
"11","Pays de la Loire","France",0.012556187488595
"12","Provence-Alpes-Côte d'Azur","France",0.012556187488595
"13","Île-de-France","France",0.012556187488595
"14","France-hopitaux","France",0.012556187488595
"15","France-EHPAD","France",0.012556187488595
"16","France","France",0.012556187488595
