"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163873649599651,-0.0163383168560114,0.0923188244174051,0.340603176752882,0.3889462606179,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163950856153117,-0.016380558593353,0.0371752731999517,0.182231980384506,0.223540964528117,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163943310882143,-0.016380475283698,0.0395276135768428,0.197259822925274,0.242284897737782,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.51332424862435,0.558243301315122,0.708755530018771,0.810883489680418,0.823762480958131,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163935596967263,-0.0163783854592151,0.0433814953768818,0.212798892144326,0.256557023681166,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.008164845805054,-0.00816482288654615,0.0830209817732197,0.342224238682092,0.386608315545511,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484591403922,-0.00816484036961291,0.0277438958198679,0.172083011292933,0.213367527795507,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484602306766,-0.00816484226546678,0.0301946938120658,0.180477390770431,0.228877802178071,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.505644063227659,0.556889573193441,0.70588726458719,0.809398498538872,0.822426636440452,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484596826282,-0.00816483730858684,0.0339990483066457,0.197182830631333,0.250655740213425,"Later Intervention"
