"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163782208105111,-0.0161905017463644,0.188120483175565,0.612292803488526,0.676680968734183,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163563727005612,-0.0160979845406084,0.28875303994275,0.752984712460307,0.777632840844543,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163741955884737,-0.0161294491955594,0.207163465073807,0.616505222698339,0.669535118873687,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163115388231621,-0.0155844191026046,0.36960247450379,0.787818017535994,0.810531566295526,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163458719400116,-0.0159953777916625,0.287716047808907,0.753255412992007,0.778586741627501,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484603448168,-0.00816484184104856,0.0892755565982786,0.473973012764904,0.591565225067628,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484501837098,-0.00816479590475684,0.198050728092303,0.736869563541876,0.770718299642892,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484597073108,-0.00816483433090207,0.107990005909022,0.505023952123303,0.601794290928249,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816483921967163,-0.00816461361480568,0.288310214571073,0.774040438260036,0.800770593134686,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484469870208,-0.00816478292659987,0.196498016863504,0.736733206125166,0.771249007784113,"Later Intervention"
