"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-0.361522928972363,-0.167486553372347,0.365530741874393,0.719872451518919,0.751390826398852,"pooled"
"2","global: transit",0.95,0.9,"mean",0.609815908779408,0.671011785169952,0.82282601415744,0.919432017655612,0.928940177673826,"pooled"
"3","global: averageMobility",0.95,0.9,"mean",-0.307108701797583,-0.19148071305965,0.277759499202237,0.613761320377252,0.652608902101409,"pooled"
"4","Denmark: residential",0.95,0.9,"mean",-4.19836783868667,-2.73388111118026,-0.454742823276404,0.749476806087922,0.828436678308278,"partial"
"5","Denmark: transit",0.95,0.9,"mean",-0.913129083435168,-0.707165881970009,0.0810648867521975,0.649239709001277,0.719395918865195,"partial"
"6","Denmark: averageMobility",0.95,0.9,"mean",-2.69450996268519,-1.87029864763836,-0.321900727538568,0.547571822856567,0.624360918363715,"partial"
"7","Italy: residential",0.95,0.9,"mean",-6.27089292862448,-3.34813765096261,-0.64016538782494,0.686548756217441,0.77166463615611,"partial"
"8","Italy: transit",0.95,0.9,"mean",-0.31764964011245,-0.102354648792359,0.498107449590468,0.908462493705647,0.938846549273081,"partial"
"9","Italy: averageMobility",0.95,0.9,"mean",-4.92203540139404,-3.50125135364051,-0.795035026028606,0.473320764628018,0.579039712016812,"partial"
"10","Germany: residential",0.95,0.9,"mean",-4.03998583529428,-2.62214909611788,-0.362351232468952,0.774440975069565,0.844055168032685,"partial"
"11","Germany: transit",0.95,0.9,"mean",-2.88927507836611,-2.02822586485627,-0.438535145432288,0.506674039070854,0.600461521810351,"partial"
"12","Germany: averageMobility",0.95,0.9,"mean",-0.888549053791959,-0.542857471212454,0.264245506720961,0.843553505174928,0.882127910441952,"partial"
"13","Spain: residential",0.95,0.9,"mean",-4.04230348463819,-2.47433809442769,-0.334218187712018,0.774112764050214,0.838000989687719,"partial"
"14","Spain: transit",0.95,0.9,"mean",-0.612855544923624,-0.350805040322034,0.35661307631867,0.833948559747172,0.875228264548285,"partial"
"15","Spain: averageMobility",0.95,0.9,"mean",-1.77649358117173,-1.05094796561386,0.0957212094511736,0.756651529937691,0.807527854971203,"partial"
"16","United_Kingdom: residential",0.95,0.9,"mean",-3.15329429108361,-2.17044992033786,-0.175330443451418,0.802655753722478,0.866801524360492,"partial"
"17","United_Kingdom: transit",0.95,0.9,"mean",-0.45215829947072,-0.270092208178124,0.38618350234875,0.813841460277128,0.845763532179958,"partial"
"18","United_Kingdom: averageMobility",0.95,0.9,"mean",-1.20577437005663,-0.792238217660603,0.249638139675016,0.833498925775627,0.879359766489072,"partial"
"19","France: residential",0.95,0.9,"mean",-3.81555635629701,-2.41360821460381,-0.234243330672032,0.80314854958617,0.868674982001637,"partial"
"20","France: transit",0.95,0.9,"mean",-1.24001595779483,-0.780521098773875,0.1768048715995,0.755011149501435,0.795304876109792,"partial"
"21","France: averageMobility",0.95,0.9,"mean",-1.21619053011136,-0.764580916301303,0.274405493604503,0.857680435805754,0.906228302317189,"partial"
"22","Norway: residential",0.95,0.9,"mean",-1.90488071715775,-1.30341592886601,-0.0118932231554444,0.787841314911842,0.849565699128221,"partial"
"23","Norway: transit",0.95,0.9,"mean",-1.97038279398331,-1.38813181535703,-0.0894549180222167,0.755306964508255,0.833267216735329,"partial"
"24","Norway: averageMobility",0.95,0.9,"mean",-11.0672048747415,-7.48993833395016,-2.6322744228466,0.235315671499645,0.364040558428913,"partial"
