"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0162485647990995,-0.0154201834963867,0.293947794238206,0.637282236393214,0.668380872947595,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163409905275223,-0.0159958033728918,0.262102873338822,0.648012528346088,0.691452460324593,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0162203103398588,-0.0142882874151702,0.324922485314513,0.628453429393568,0.659728799420031,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163648959703524,-0.0161123395231822,0.250246891289369,0.661118992488048,0.70937141548613,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163423567474947,-0.016031084479087,0.258177831212014,0.657236410173778,0.694384226942606,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484319015087,-0.00816476911673107,0.140401691335404,0.579301271422537,0.630837600615099,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484512281335,-0.00816481232578862,0.108685652685554,0.552922663807951,0.641890048876092,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484382421162,-0.00816476753920711,0.171964917255862,0.579443644444007,0.614969379699431,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484572250195,-0.00816483183841226,0.0970460278432592,0.514532403106423,0.664102143359775,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484589024903,-0.00816483375379446,0.104481280690267,0.564014411385178,0.646678518099741,"Later Intervention"
