"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163956843121248,-0.0163902650713821,0.00768462043924254,0.0864144340463933,0.11523519642673,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163950543903016,-0.016388383309167,0.0358195610906101,0.233762625694166,0.310663324347298,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.016395755587024,-0.0163932272172869,0.00489657209334432,0.0780364576217902,0.118257185280588,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.685666510215589,0.711834117152936,0.788838138429386,0.831100525636589,0.83636836806985,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163953287332441,-0.0163882662400597,0.0255465150463115,0.18549087120992,0.252485010514807,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484604339279,-0.00816484482685436,0.00613085521218625,0.0701331906364583,0.0989398134584721,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484594091758,-0.00816484043886948,0.0342797552594116,0.239402837906464,0.314757698372546,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484604753544,-0.00816484562373195,0.00331522658311571,0.05499167936195,0.0926855135209283,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.688002008219147,0.711145609491718,0.788370392655112,0.831558244008672,0.837131836025231,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484603018441,-0.00816484453917932,0.024005186357768,0.177000289280963,0.245486023294917,"Later Intervention"
