"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163943804786985,-0.0163868966392161,0.010415902289152,0.0997861210188206,0.129513828029308,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163935266549598,-0.0163794808596147,0.033770931514771,0.191442772451786,0.235979042349998,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163931830605169,-0.0163735500643817,0.0363420435748446,0.196005530455069,0.23392943694627,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.705153106500142,0.718679114380717,0.785313859302533,0.836995467336977,0.843381979989349,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.016378752914171,-0.0162410670996288,0.117274807383337,0.330323864154583,0.36418646747871,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484599882988,-0.0081648441569448,0.0081899761640289,0.0812056507388013,0.110389735216116,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484597430796,-0.00816484170842059,0.0315758353709754,0.185275627669089,0.231486213646043,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484589498585,-0.00816483828819188,0.0341469395639589,0.193959447700067,0.229326402810344,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.704769244231893,0.718783524448761,0.784835669429215,0.835705474965898,0.842588644801536,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484588823094,-0.00816480617389218,0.114880254961033,0.331550984361837,0.366790742096699,"Later Intervention"
