"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.016395903164907,-0.0163927488224984,-0.00104042396870529,0.0532106126255888,0.0723723281579148,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163950757348181,-0.0163884993894533,0.0104560177225437,0.104780391254882,0.141619370851217,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163905945506373,-0.016329192854696,0.102262152522196,0.325163804485001,0.352437326491508,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.652345155891804,0.668927660008122,0.732738550766002,0.788730234198074,0.797471957823722,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0161861766859992,-0.0148878345862479,0.221907352949016,0.42460222256044,0.446422253027229,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484604955781,-0.00816484576426608,0.000273122134718157,0.039294662950814,0.0611717161596807,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484602983982,-0.00816484442059182,0.0117397708328384,0.100748665437355,0.137706810921619,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484470355894,-0.00816473625057841,0.103466500154626,0.324595713765063,0.355091410337769,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.653604166657731,0.670009003250897,0.733116193792412,0.788149539579005,0.796538710566842,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0081642435912714,-0.00813177670964428,0.222646006943664,0.42705183489142,0.447840300030139,"Later Intervention"
