"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163953433540697,-0.0163870796362252,0.0149819468172623,0.117993426804581,0.160249882637219,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163946085772619,-0.0163802730092854,0.0307594346414544,0.175909919116405,0.221251325528548,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163948196562504,-0.016378116802439,0.0346319447019444,0.19637725481214,0.233471507154614,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.674016706551455,0.696372278560099,0.769174888049636,0.827382277289182,0.834880106061441,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163657937579475,-0.0160926949473172,0.149041441241845,0.378376888647648,0.427139911652268,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484602673829,-0.00816484408147452,0.0123662489239441,0.107118366305018,0.149115474473541,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484601455653,-0.0081648442119511,0.0281273142788009,0.17320407054013,0.216173996898543,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484602761678,-0.00816484183996715,0.0320364876150826,0.194099299884053,0.231515353987457,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.675934719141924,0.697190002016027,0.768561295495583,0.825612689700501,0.833688782834148,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816483872215735,-0.00816391442966515,0.146486134158187,0.378556566013268,0.428316852169682,"Later Intervention"
