"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163872781686803,-0.016310949207105,0.164050756062556,0.646311352167454,0.761364129003188,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163668717734688,-0.0162517400555468,0.181800859681672,0.709514042649281,0.813311703179083,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163861923302056,-0.016321069470318,0.139103872166588,0.542453937837045,0.666491681054147,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163846861504152,-0.0163105821069257,0.176012552707915,0.7141610592617,0.841909402666988,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.016386140836507,-0.0163184138225636,0.173199247423617,0.699718700362542,0.814533586801438,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484565860745,-0.00816483159805829,0.0955595460392752,0.548058082257459,0.67769819542337,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484544316962,-0.00816481178791568,0.115594641109513,0.630868518822314,0.7502420724112,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.0081648459706393,-0.00816483149258889,0.0689551007209983,0.391139041943985,0.512454954337721,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484593476243,-0.00816483785875027,0.108673902043095,0.644328362541627,0.780779517645063,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484599084827,-0.00816483907425587,0.105126972580509,0.614001348185448,0.765089366465332,"Later Intervention"
