"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163956078338507,-0.0163895390165271,0.00455325500818741,0.0767924783430038,0.107156136606245,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163952297498537,-0.0163862781247411,0.0188365940460181,0.1432846818364,0.186036901079531,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163956106648595,-0.0163891535860749,0.00149368890958298,0.0591504784214458,0.0826919276883509,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.711878720182743,0.735263061516739,0.791892821156258,0.832166235567865,0.837302075267344,"First Intervention"
"5","Social distancing 
 encouraged",0.95,0.9,"mean",-0.0163954785921356,-0.0163847351115114,0.0204278140568332,0.151380681128124,0.222052919278046,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484604276303,-0.00816484566843314,0.00357897449777556,0.0574835114477586,0.0912508817771457,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484603007523,-0.00816484402405376,0.0178351588999049,0.135470289648878,0.184969210184995,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.0081648460363916,-0.00816484534526128,0.000506162257042469,0.0379087306596547,0.0551174824525297,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.71076792437744,0.733574882169685,0.791603988003991,0.832069451948337,0.8379234903033,"Later Intervention"
"10","Social distancing 
 encouraged",0.95,0.9,"mean",-0.00816484604872473,-0.00816484556156062,0.0194689138480811,0.144922277054633,0.214955250014965,"Later Intervention"
